"Plot Title: SINDICON061424"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Full Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Temp, °C (LGR S/N: 20809202, SEN S/N: 20809202)","Coupler Detached (LGR S/N: 20809202)","Coupler Attached (LGR S/N: 20809202)","Host Connected (LGR S/N: 20809202)","Stopped (LGR S/N: 20809202)","End Of File (LGR S/N: 20809202)"
1195,06/27/24 01:45:00 AM,8.8,2.1,23.92,,,,,
1196,06/27/24 02:00:00 AM,2.8,2.1,23.89,,,,,
1197,06/27/24 02:15:00 AM,2.5,2.1,23.87,,,,,
1198,06/27/24 02:30:00 AM,2.5,2.1,23.84,,,,,
1199,06/27/24 02:45:00 AM,2.5,2.1,23.86,,,,,
1200,06/27/24 03:00:00 AM,8.8,2.1,23.82,,,,,
1201,06/27/24 03:15:00 AM,8.8,2.1,23.78,,,,,
1202,06/27/24 03:30:00 AM,8.8,2.1,23.74,,,,,
1203,06/27/24 03:45:00 AM,2.5,2.1,23.74,,,,,
1204,06/27/24 04:00:00 AM,2.5,2.1,23.71,,,,,
1205,06/27/24 04:15:00 AM,2.5,2.1,23.66,,,,,
1206,06/27/24 04:30:00 AM,2.5,2.1,23.64,,,,,
1207,06/27/24 04:45:00 AM,8.8,2.1,23.65,,,,,
1208,06/27/24 05:00:00 AM,2.3,2.1,23.65,,,,,
1209,06/27/24 05:15:00 AM,2.5,2.1,23.64,,,,,
1210,06/27/24 05:30:00 AM,2.5,2.1,23.64,,,,,
1211,06/27/24 05:45:00 AM,2.5,2.1,23.64,,,,,
1212,06/27/24 06:00:00 AM,2.5,2.1,23.65,,,,,
1213,06/27/24 06:15:00 AM,8.8,2.1,23.69,,,,,
1214,06/27/24 06:30:00 AM,5.9,2.1,23.74,,,,,
1215,06/27/24 06:45:00 AM,2.5,2.1,23.81,,,,,
1216,06/27/24 07:00:00 AM,2.5,-1.6,23.88,,,,,
1217,06/27/24 07:15:00 AM,5.9,2.1,23.95,,,,,
1218,06/27/24 07:30:00 AM,1.1,2.1,24.01,,,,,
1219,06/27/24 07:45:00 AM,2.5,2.1,24.11,,,,,
1220,06/27/24 08:00:00 AM,8.8,2.1,24.18,,,,,
1221,06/27/24 08:15:00 AM,8.8,2.1,24.25,,,,,
1222,06/27/24 08:30:00 AM,8.8,2.1,24.27,,,,,
1223,06/27/24 08:45:00 AM,2.5,2.1,24.33,,,,,
1224,06/27/24 09:00:00 AM,8.8,2.1,24.42,,,,,
1225,06/27/24 09:15:00 AM,8.8,2.1,24.52,,,,,
1226,06/27/24 09:30:00 AM,32.5,2.1,24.66,,,,,
1227,06/27/24 09:45:00 AM,8.8,2.1,24.79,,,,,
1228,06/27/24 10:00:00 AM,2.5,2.1,24.95,,,,,
1229,06/27/24 10:15:00 AM,2.5,2.1,25.18,,,,,
1230,06/27/24 10:30:00 AM,2.5,2.1,25.54,,,,,
1231,06/27/24 10:45:00 AM,2.5,2.1,26.54,,,,,
1232,06/27/24 11:00:00 AM,2.5,2.1,27.43,,,,,
1233,06/27/24 11:15:00 AM,1.2,2.1,27.73,,,,,
1234,06/27/24 11:30:00 AM,2.5,2.1,27.89,,,,,
1235,06/27/24 11:45:00 AM,2.5,2.1,27.83,,,,,
1236,06/27/24 12:00:00 PM,2.5,2.1,27.72,,,,,
1237,06/27/24 12:15:00 PM,2.5,2.1,27.66,,,,,
1238,06/27/24 12:30:00 PM,2.5,-1.6,27.90,,,,,
1239,06/27/24 12:45:00 PM,2.5,2.1,27.89,,,,,
1240,06/27/24 01:00:00 PM,2.3,-0.5,27.86,,,,,
1241,06/27/24 01:15:00 PM,2.5,2.1,27.92,,,,,
1242,06/27/24 01:30:00 PM,2.5,2.1,28.15,,,,,
1243,06/27/24 01:45:00 PM,2.5,2.1,28.18,,,,,
1244,06/27/24 02:00:00 PM,2.5,2.1,28.13,,,,,
1245,06/27/24 02:15:00 PM,2.5,2.1,28.09,,,,,
1246,06/27/24 02:30:00 PM,2.5,2.1,28.06,,,,,
1247,06/27/24 02:45:00 PM,2.5,-0.5,27.98,,,,,
1248,06/27/24 03:00:00 PM,2.5,2.1,27.80,,,,,
1249,06/27/24 03:15:00 PM,2.5,2.1,27.73,,,,,
1250,06/27/24 03:30:00 PM,1.2,2.1,27.71,,,,,
1251,06/27/24 03:45:00 PM,1.1,2.1,27.75,,,,,
1252,06/27/24 04:00:00 PM,2.3,2.1,27.84,,,,,
1253,06/27/24 04:15:00 PM,2.5,-1.6,27.90,,,,,
1254,06/27/24 04:30:00 PM,1.1,2.1,27.71,,,,,
1255,06/27/24 04:45:00 PM,1.1,2.1,27.39,,,,,
1256,06/27/24 05:00:00 PM,2.5,2.1,27.03,,,,,
1257,06/27/24 05:15:00 PM,1.1,2.1,26.70,,,,,
1258,06/27/24 05:30:00 PM,2.5,2.1,26.39,,,,,
1259,06/27/24 05:45:00 PM,2.5,2.1,26.09,,,,,
1260,06/27/24 06:00:00 PM,1.1,2.1,25.84,,,,,
1261,06/27/24 06:15:00 PM,2.5,2.1,25.74,,,,,
1262,06/27/24 06:30:00 PM,1.1,2.1,25.63,,,,,
1263,06/27/24 06:45:00 PM,2.5,2.1,25.46,,,,,
1264,06/27/24 07:00:00 PM,1.1,2.1,25.35,,,,,
1265,06/27/24 07:15:00 PM,1.2,2.1,25.36,,,,,
1266,06/27/24 07:30:00 PM,2.5,2.1,25.27,,,,,
1267,06/27/24 07:45:00 PM,2.5,2.1,25.27,,,,,
1268,06/27/24 08:00:00 PM,1.1,2.1,25.24,,,,,
1269,06/27/24 08:15:00 PM,2.3,-0.5,25.19,,,,,
1270,06/27/24 08:30:00 PM,1.1,2.1,25.17,,,,,
1271,06/27/24 08:45:00 PM,2.5,2.1,25.07,,,,,
1272,06/27/24 09:00:00 PM,2.3,2.1,24.97,,,,,
1273,06/27/24 09:15:00 PM,2.5,2.1,24.96,,,,,
1274,06/27/24 09:30:00 PM,2.3,2.1,24.93,,,,,
1275,06/27/24 09:45:00 PM,2.8,2.1,24.93,,,,,
1276,06/27/24 10:00:00 PM,2.5,-1.6,24.90,,,,,
1277,06/27/24 10:15:00 PM,2.3,-0.5,24.88,,,,,
1278,06/27/24 10:30:00 PM,2.5,2.1,24.85,,,,,
1279,06/27/24 10:45:00 PM,2.5,2.1,24.79,,,,,
1280,06/27/24 11:00:00 PM,2.3,2.1,24.73,,,,,
1281,06/27/24 11:15:00 PM,2.5,2.1,24.67,,,,,
1282,06/27/24 11:30:00 PM,2.3,2.1,24.61,,,,,
1283,06/27/24 11:45:00 PM,2.5,2.1,24.57,,,,,
1284,06/28/24 12:00:00 AM,2.5,2.1,24.56,,,,,
1285,06/28/24 12:15:00 AM,1.1,2.1,24.49,,,,,
1286,06/28/24 12:30:00 AM,1.2,2.1,24.45,,,,,
1287,06/28/24 12:45:00 AM,2.5,2.1,24.42,,,,,
1288,06/28/24 01:00:00 AM,2.5,-1.6,24.39,,,,,
1289,06/28/24 01:15:00 AM,1.1,2.1,24.35,,,,,
1290,06/28/24 01:30:00 AM,2.5,2.1,24.32,,,,,
1291,06/28/24 01:45:00 AM,2.5,2.1,24.25,,,,,
1292,06/28/24 02:00:00 AM,2.5,2.1,24.18,,,,,
1293,06/28/24 02:15:00 AM,2.5,2.1,24.15,,,,,
1294,06/28/24 02:30:00 AM,2.5,2.1,24.12,,,,,
1295,06/28/24 02:45:00 AM,2.3,2.1,24.14,,,,,
1296,06/28/24 03:00:00 AM,2.5,2.1,24.12,,,,,
1297,06/28/24 03:15:00 AM,1.1,2.1,24.10,,,,,
1298,06/28/24 03:30:00 AM,2.5,2.1,24.05,,,,,
1299,06/28/24 03:45:00 AM,2.5,2.1,24.01,,,,,
1300,06/28/24 04:00:00 AM,2.5,-1.6,23.97,,,,,
1301,06/28/24 04:15:00 AM,2.5,2.1,23.86,,,,,
1302,06/28/24 04:30:00 AM,2.5,2.1,23.76,,,,,
1303,06/28/24 04:45:00 AM,2.5,2.1,23.67,,,,,
1304,06/28/24 05:00:00 AM,1.1,2.1,23.58,,,,,
1305,06/28/24 05:15:00 AM,2.5,2.1,23.49,,,,,
1306,06/28/24 05:30:00 AM,2.5,2.1,23.41,,,,,
1307,06/28/24 05:45:00 AM,2.5,2.1,23.38,,,,,
1308,06/28/24 06:00:00 AM,2.5,2.1,23.46,,,,,
1309,06/28/24 06:15:00 AM,2.3,2.1,23.55,,,,,
1310,06/28/24 06:30:00 AM,8.8,2.1,23.60,,,,,
1311,06/28/24 06:45:00 AM,2.5,2.1,23.67,,,,,
1312,06/28/24 07:00:00 AM,2.5,2.1,23.78,,,,,
1313,06/28/24 07:15:00 AM,2.3,2.1,23.98,,,,,
1314,06/28/24 07:30:00 AM,2.5,2.1,24.06,,,,,
1315,06/28/24 07:45:00 AM,2.5,2.1,24.12,,,,,
1316,06/28/24 08:00:00 AM,2.3,2.1,24.20,,,,,
1317,06/28/24 08:15:00 AM,2.5,2.1,24.32,,,,,
1318,06/28/24 08:30:00 AM,2.5,2.1,24.49,,,,,
1319,06/28/24 08:45:00 AM,2.5,2.1,24.82,,,,,
1320,06/28/24 09:00:00 AM,1.1,2.1,25.29,,,,,
1321,06/28/24 09:15:00 AM,2.5,2.1,26.02,,,,,
1322,06/28/24 09:30:00 AM,1.1,2.1,26.47,,,,,
1323,06/28/24 09:45:00 AM,2.3,2.1,26.89,,,,,
1324,06/28/24 10:00:00 AM,1.1,2.1,27.29,,,,,
1325,06/28/24 10:15:00 AM,2.5,2.1,27.67,,,,,
1326,06/28/24 10:30:00 AM,2.5,2.1,28.01,,,,,
1327,06/28/24 10:45:00 AM,2.3,2.1,28.75,,,,,
1328,06/28/24 11:00:00 AM,2.3,-1.6,29.54,,,,,
1329,06/28/24 11:15:00 AM,2.5,2.1,30.05,,,,,
1330,06/28/24 11:30:00 AM,1.1,2.1,30.29,,,,,
1331,06/28/24 11:45:00 AM,2.3,2.1,30.67,,,,,
1332,06/28/24 12:00:00 PM,2.5,2.1,31.07,,,,,
1333,06/28/24 12:15:00 PM,2.3,2.1,31.32,,,,,
1334,06/28/24 12:30:00 PM,2.5,2.0,31.63,,,,,
1335,06/28/24 12:45:00 PM,2.5,2.1,31.36,,,,,
1336,06/28/24 01:00:00 PM,2.5,-1.6,31.04,,,,,
1337,06/28/24 01:15:00 PM,2.5,-0.5,31.00,,,,,
1338,06/28/24 01:30:00 PM,2.5,2.1,30.90,,,,,
1339,06/28/24 01:45:00 PM,2.5,2.1,30.74,,,,,
1340,06/28/24 02:00:00 PM,2.5,2.1,30.55,,,,,
1341,06/28/24 02:15:00 PM,2.5,-1.6,30.45,,,,,
1342,06/28/24 02:30:00 PM,2.5,2.1,30.39,,,,,
1343,06/28/24 02:45:00 PM,2.3,2.1,30.24,,,,,
1344,06/28/24 03:00:00 PM,2.3,2.1,29.92,,,,,
1345,06/28/24 03:15:00 PM,2.5,2.1,29.56,,,,,
1346,06/28/24 03:30:00 PM,2.3,2.1,29.65,,,,,
1347,06/28/24 03:45:00 PM,2.3,2.1,29.76,,,,,
1348,06/28/24 04:00:00 PM,2.5,2.1,29.68,,,,,
1349,06/28/24 04:15:00 PM,2.5,2.1,29.79,,,,,
1350,06/28/24 04:30:00 PM,2.5,2.1,29.53,,,,,
1351,06/28/24 04:45:00 PM,2.5,2.1,29.14,,,,,
1352,06/28/24 05:00:00 PM,2.5,2.1,28.85,,,,,
1353,06/28/24 05:15:00 PM,1.1,2.1,28.60,,,,,
1354,06/28/24 05:30:00 PM,2.3,2.1,28.39,,,,,
1355,06/28/24 05:45:00 PM,2.3,2.1,28.19,,,,,
1356,06/28/24 06:00:00 PM,2.3,2.1,27.92,,,,,
1357,06/28/24 06:15:00 PM,2.5,2.1,27.75,,,,,
1358,06/28/24 06:30:00 PM,2.5,2.1,27.60,,,,,
1359,06/28/24 06:45:00 PM,2.3,2.1,27.40,,,,,
1360,06/28/24 07:00:00 PM,2.3,-0.5,27.22,,,,,
1361,06/28/24 07:15:00 PM,2.5,2.1,27.04,,,,,
1362,06/28/24 07:30:00 PM,2.5,2.1,26.88,,,,,
1363,06/28/24 07:45:00 PM,1.1,2.1,26.75,,,,,
1364,06/28/24 08:00:00 PM,2.5,2.1,26.71,,,,,
1365,06/28/24 08:15:00 PM,2.5,2.1,26.61,,,,,
1366,06/28/24 08:30:00 PM,1.1,2.1,26.43,,,,,
1367,06/28/24 08:45:00 PM,1.1,-0.5,26.29,,,,,
1368,06/28/24 09:00:00 PM,2.3,-0.5,26.19,,,,,
1369,06/28/24 09:15:00 PM,1.1,2.1,26.07,,,,,
1370,06/28/24 09:30:00 PM,1.1,2.1,26.08,,,,,
1371,06/28/24 09:45:00 PM,1.1,2.1,26.01,,,,,
1372,06/28/24 10:00:00 PM,1.2,-0.5,25.99,,,,,
1373,06/28/24 10:15:00 PM,2.5,2.1,25.93,,,,,
1374,06/28/24 10:30:00 PM,1.1,2.1,25.84,,,,,
1375,06/28/24 10:45:00 PM,1.2,2.1,25.79,,,,,
1376,06/28/24 11:00:00 PM,2.5,2.1,25.78,,,,,
1377,06/28/24 11:15:00 PM,2.5,2.1,25.78,,,,,
1378,06/28/24 11:30:00 PM,1.2,2.1,25.78,,,,,
1379,06/28/24 11:45:00 PM,1.1,2.1,25.76,,,,,
1380,06/29/24 12:00:00 AM,2.5,2.1,25.71,,,,,
1381,06/29/24 12:15:00 AM,2.5,2.1,25.69,,,,,
1382,06/29/24 12:30:00 AM,2.3,2.1,25.65,,,,,
1383,06/29/24 12:45:00 AM,2.5,2.1,25.62,,,,,
1384,06/29/24 01:00:00 AM,8.8,-1.6,25.59,,,,,
1385,06/29/24 01:15:00 AM,2.3,2.1,25.58,,,,,
1386,06/29/24 01:30:00 AM,2.5,2.1,25.53,,,,,
1387,06/29/24 01:45:00 AM,2.5,2.1,25.50,,,,,
1388,06/29/24 02:00:00 AM,2.5,2.1,25.44,,,,,
1389,06/29/24 02:15:00 AM,2.5,2.1,25.40,,,,,
1390,06/29/24 02:30:00 AM,2.5,2.1,25.34,,,,,
1391,06/29/24 02:45:00 AM,2.3,2.1,25.27,,,,,
1392,06/29/24 03:00:00 AM,2.3,2.1,25.19,,,,,
1393,06/29/24 03:15:00 AM,2.5,2.1,25.14,,,,,
1394,06/29/24 03:30:00 AM,2.3,2.1,25.11,,,,,
1395,06/29/24 03:45:00 AM,2.5,2.1,25.05,,,,,
1396,06/29/24 04:00:00 AM,8.8,2.1,24.99,,,,,
1397,06/29/24 04:15:00 AM,2.5,2.1,24.94,,,,,
1398,06/29/24 04:30:00 AM,2.5,2.1,24.88,,,,,
1399,06/29/24 04:45:00 AM,2.3,2.1,24.83,,,,,
1400,06/29/24 05:00:00 AM,2.5,2.1,24.77,,,,,
1401,06/29/24 05:15:00 AM,1.1,2.1,24.71,,,,,
1402,06/29/24 05:30:00 AM,2.5,2.1,24.67,,,,,
1403,06/29/24 05:45:00 AM,2.5,2.1,24.68,,,,,
1404,06/29/24 06:00:00 AM,2.5,2.1,24.73,,,,,
1405,06/29/24 06:15:00 AM,8.8,2.1,24.83,,,,,
1406,06/29/24 06:30:00 AM,8.8,2.1,24.93,,,,,
1407,06/29/24 06:45:00 AM,32.5,2.1,25.03,,,,,
1408,06/29/24 07:00:00 AM,8.8,2.1,25.10,,,,,
1409,06/29/24 07:15:00 AM,8.8,2.1,25.20,,,,,
1410,06/29/24 07:30:00 AM,2.5,2.1,25.24,,,,,
1411,06/29/24 07:45:00 AM,8.8,2.1,25.33,,,,,
1412,06/29/24 08:00:00 AM,2.5,2.1,25.48,,,,,
1413,06/29/24 08:15:00 AM,2.5,2.1,25.74,,,,,
1414,06/29/24 08:30:00 AM,2.5,2.1,25.92,,,,,
1415,06/29/24 08:45:00 AM,2.5,2.1,26.14,,,,,
1416,06/29/24 09:00:00 AM,8.8,2.1,26.41,,,,,
1417,06/29/24 09:15:00 AM,2.3,2.1,26.46,,,,,
1418,06/29/24 09:30:00 AM,2.3,2.1,26.50,,,,,
1419,06/29/24 09:45:00 AM,8.8,2.1,26.61,,,,,
1420,06/29/24 10:00:00 AM,2.5,2.1,26.67,,,,,
1421,06/29/24 10:15:00 AM,2.5,2.1,26.72,,,,,
1422,06/29/24 10:30:00 AM,2.5,2.1,26.84,,,,,
1423,06/29/24 10:45:00 AM,8.8,2.1,26.87,,,,,
1424,06/29/24 11:00:00 AM,1.1,2.1,26.99,,,,,
1425,06/29/24 11:15:00 AM,2.5,2.1,27.15,,,,,
1426,06/29/24 11:30:00 AM,2.5,2.1,27.34,,,,,
1427,06/29/24 11:45:00 AM,2.5,2.1,27.47,,,,,
1428,06/29/24 12:00:00 PM,2.3,2.1,27.74,,,,,
1429,06/29/24 12:15:00 PM,2.5,-0.5,28.39,,,,,
1430,06/29/24 12:30:00 PM,2.3,2.1,28.54,,,,,
1431,06/29/24 12:45:00 PM,2.3,2.1,28.37,,,,,
1432,06/29/24 01:00:00 PM,8.8,2.1,28.19,,,,,
1433,06/29/24 01:15:00 PM,8.8,2.1,28.24,,,,,
1434,06/29/24 01:30:00 PM,2.5,2.1,28.39,,,,,
1435,06/29/24 01:45:00 PM,2.5,2.1,28.36,,,,,
1436,06/29/24 02:00:00 PM,2.3,2.1,28.22,,,,,
1437,06/29/24 02:15:00 PM,2.5,2.1,28.22,,,,,
1438,06/29/24 02:30:00 PM,8.8,2.1,28.28,,,,,
1439,06/29/24 02:45:00 PM,2.5,2.1,28.34,,,,,
1440,06/29/24 03:00:00 PM,5.8,2.1,28.34,,,,,
1441,06/29/24 03:15:00 PM,8.8,2.1,28.41,,,,,
1442,06/29/24 03:30:00 PM,2.5,2.1,28.35,,,,,
1443,06/29/24 03:45:00 PM,2.5,2.1,28.26,,,,,
1444,06/29/24 04:00:00 PM,2.5,2.1,28.23,,,,,
1445,06/29/24 04:15:00 PM,8.8,2.1,28.31,,,,,
1446,06/29/24 04:30:00 PM,2.5,2.1,28.25,,,,,
1447,06/29/24 04:45:00 PM,2.5,2.1,28.00,,,,,
1448,06/29/24 05:00:00 PM,8.8,2.1,27.71,,,,,
1449,06/29/24 05:15:00 PM,2.5,2.1,27.38,,,,,
1450,06/29/24 05:30:00 PM,2.3,2.1,27.05,,,,,
1451,06/29/24 05:45:00 PM,2.3,2.1,26.78,,,,,
1452,06/29/24 06:00:00 PM,2.5,2.1,26.72,,,,,
1453,06/29/24 06:15:00 PM,2.5,2.1,26.60,,,,,
1454,06/29/24 06:30:00 PM,2.5,2.1,26.56,,,,,
1455,06/29/24 06:45:00 PM,8.8,-1.6,26.46,,,,,
1456,06/29/24 07:00:00 PM,2.3,2.1,26.43,,,,,
1457,06/29/24 07:15:00 PM,2.5,2.1,26.46,,,,,
1458,06/29/24 07:30:00 PM,8.8,2.1,26.47,,,,,
1459,06/29/24 07:45:00 PM,2.5,2.1,26.43,,,,,
1460,06/29/24 08:00:00 PM,2.5,2.1,26.43,,,,,
1461,06/29/24 08:15:00 PM,2.3,2.1,26.42,,,,,
1462,06/29/24 08:30:00 PM,8.8,2.1,26.43,,,,,
1463,06/29/24 08:45:00 PM,2.5,2.1,26.41,,,,,
1464,06/29/24 09:00:00 PM,2.5,2.1,26.27,,,,,
1465,06/29/24 09:15:00 PM,5.8,2.1,26.18,,,,,
1466,06/29/24 09:30:00 PM,2.5,2.1,26.09,,,,,
1467,06/29/24 09:45:00 PM,8.8,2.1,25.96,,,,,
1468,06/29/24 10:00:00 PM,2.5,-1.6,25.91,,,,,
1469,06/29/24 10:15:00 PM,2.5,2.1,25.87,,,,,
1470,06/29/24 10:30:00 PM,8.8,2.1,25.80,,,,,
1471,06/29/24 10:45:00 PM,2.5,2.1,25.79,,,,,
1472,06/29/24 11:00:00 PM,2.5,2.1,25.68,,,,,
1473,06/29/24 11:15:00 PM,2.5,2.1,25.58,,,,,
1474,06/29/24 11:30:00 PM,2.5,2.1,25.54,,,,,
1475,06/29/24 11:45:00 PM,8.8,2.1,25.53,,,,,
1476,06/30/24 12:00:00 AM,2.8,2.1,25.53,,,,,
1477,06/30/24 12:15:00 AM,2.5,2.1,25.51,,,,,
1478,06/30/24 12:30:00 AM,5.8,2.1,25.46,,,,,
1479,06/30/24 12:45:00 AM,2.5,2.1,25.40,,,,,
1480,06/30/24 01:00:00 AM,2.5,2.1,25.36,,,,,
1481,06/30/24 01:15:00 AM,8.8,2.1,25.31,,,,,
1482,06/30/24 01:30:00 AM,2.5,2.1,25.28,,,,,
1483,06/30/24 01:45:00 AM,8.8,2.1,25.22,,,,,
1484,06/30/24 02:00:00 AM,2.5,2.1,25.19,,,,,
1485,06/30/24 02:15:00 AM,2.3,2.1,25.17,,,,,
1486,06/30/24 02:30:00 AM,8.8,2.1,25.14,,,,,
1487,06/30/24 02:45:00 AM,2.5,2.1,25.12,,,,,
1488,06/30/24 03:00:00 AM,8.8,2.1,25.10,,,,,
1489,06/30/24 03:15:00 AM,2.5,2.1,25.01,,,,,
1490,06/30/24 03:30:00 AM,2.5,2.1,24.95,,,,,
1491,06/30/24 03:45:00 AM,2.5,2.1,24.91,,,,,
1492,06/30/24 04:00:00 AM,2.5,2.1,24.88,,,,,
1493,06/30/24 04:15:00 AM,2.5,2.1,24.82,,,,,
1494,06/30/24 04:30:00 AM,2.5,2.1,24.79,,,,,
1495,06/30/24 04:45:00 AM,2.5,2.1,24.78,,,,,
1496,06/30/24 05:00:00 AM,2.5,2.1,24.78,,,,,
1497,06/30/24 05:15:00 AM,2.5,2.1,24.77,,,,,
1498,06/30/24 05:30:00 AM,2.5,2.1,24.72,,,,,
1499,06/30/24 05:45:00 AM,2.8,2.1,24.68,,,,,
1500,06/30/24 06:00:00 AM,5.9,2.1,24.66,,,,,
1501,06/30/24 06:15:00 AM,2.5,2.1,24.65,,,,,
1502,06/30/24 06:30:00 AM,2.5,2.1,24.63,,,,,
1503,06/30/24 06:45:00 AM,2.5,2.1,24.62,,,,,
1504,06/30/24 07:00:00 AM,8.8,2.1,24.59,,,,,
1505,06/30/24 07:15:00 AM,2.5,2.1,24.49,,,,,
1506,06/30/24 07:30:00 AM,2.3,2.1,24.33,,,,,
1507,06/30/24 07:45:00 AM,2.5,2.1,24.16,,,,,
1508,06/30/24 08:00:00 AM,2.5,2.1,24.06,,,,,
1509,06/30/24 08:15:00 AM,2.5,2.1,24.01,,,,,
1510,06/30/24 08:30:00 AM,2.5,2.1,23.97,,,,,
1511,06/30/24 08:45:00 AM,8.8,2.1,23.89,,,,,
1512,06/30/24 09:00:00 AM,2.5,-1.6,23.91,,,,,
1513,06/30/24 09:15:00 AM,2.5,2.1,23.93,,,,,
1514,06/30/24 09:30:00 AM,2.3,2.1,23.98,,,,,
1515,06/30/24 09:45:00 AM,32.6,2.1,24.05,,,,,
1516,06/30/24 10:00:00 AM,2.5,2.1,24.11,,,,,
1517,06/30/24 10:15:00 AM,8.8,2.1,24.18,,,,,
1518,06/30/24 10:30:00 AM,8.8,2.1,24.27,,,,,
1519,06/30/24 10:45:00 AM,8.8,2.1,24.35,,,,,
1520,06/30/24 11:00:00 AM,8.8,2.1,24.40,,,,,
1521,06/30/24 11:15:00 AM,4.0,2.1,24.62,,,,,
1522,06/30/24 11:30:00 AM,13.9,16.7,24.82,,,,,
1523,06/30/24 11:45:00 AM,13.9,2.1,25.05,,,,,
1524,06/30/24 12:00:00 PM,13.9,2.1,25.16,,,,,
1525,06/30/24 12:15:00 PM,13.9,2.1,25.30,,,,,
1526,06/30/24 12:30:00 PM,8.8,2.1,25.31,,,,,
1527,06/30/24 12:45:00 PM,8.8,2.1,25.37,,,,,
1528,06/30/24 01:00:00 PM,8.8,2.1,25.51,,,,,
1529,06/30/24 01:15:00 PM,8.8,16.7,25.69,,,,,
1530,06/30/24 01:30:00 PM,4.0,2.1,25.99,,,,,
1531,06/30/24 01:45:00 PM,259.6,2.1,26.19,,,,,
1532,06/30/24 02:00:00 PM,13.9,2.1,26.32,,,,,
1533,06/30/24 02:15:00 PM,2.5,2.1,26.33,,,,,
1534,06/30/24 02:30:00 PM,8.8,-1.6,26.31,,,,,
1535,06/30/24 02:45:00 PM,8.8,2.1,26.30,,,,,
1536,06/30/24 03:00:00 PM,2.5,2.1,26.21,,,,,
1537,06/30/24 03:15:00 PM,1.1,2.1,26.18,,,,,
1538,06/30/24 03:30:00 PM,2.8,2.1,26.19,,,,,
1539,06/30/24 03:45:00 PM,2.5,2.1,26.15,,,,,
1540,06/30/24 04:00:00 PM,2.5,2.1,26.10,,,,,
1541,06/30/24 04:15:00 PM,2.8,2.1,26.03,,,,,
1542,06/30/24 04:30:00 PM,8.8,2.1,25.98,,,,,
1543,06/30/24 04:45:00 PM,8.8,2.1,25.92,,,,,
1544,06/30/24 05:00:00 PM,5.8,2.1,25.85,,,,,
1545,06/30/24 05:15:00 PM,2.5,2.1,25.71,,,,,
1546,06/30/24 05:30:00 PM,2.3,2.1,25.53,,,,,
1547,06/30/24 05:45:00 PM,2.5,2.1,25.36,,,,,
1548,06/30/24 06:00:00 PM,2.5,2.1,25.20,,,,,
1549,06/30/24 06:15:00 PM,2.5,2.1,25.10,,,,,
1550,06/30/24 06:30:00 PM,8.8,2.1,24.97,,,,,
1551,06/30/24 06:45:00 PM,8.8,-0.5,24.89,,,,,
1552,06/30/24 07:00:00 PM,1.1,2.1,24.82,,,,,
1553,06/30/24 07:15:00 PM,2.5,2.1,24.79,,,,,
1554,06/30/24 07:30:00 PM,2.3,2.1,24.73,,,,,
1555,06/30/24 07:45:00 PM,2.5,2.1,24.67,,,,,
1556,06/30/24 08:00:00 PM,2.5,2.1,24.59,,,,,
1557,06/30/24 08:15:00 PM,2.5,2.1,24.49,,,,,
1558,06/30/24 08:30:00 PM,2.3,2.1,24.43,,,,,
1559,06/30/24 08:45:00 PM,2.5,2.1,24.37,,,,,
1560,06/30/24 09:00:00 PM,2.5,2.1,24.33,,,,,
1561,06/30/24 09:15:00 PM,2.5,2.1,24.29,,,,,
1562,06/30/24 09:30:00 PM,2.5,2.1,24.26,,,,,
1563,06/30/24 09:45:00 PM,2.5,2.1,24.20,,,,,
1564,06/30/24 10:00:00 PM,8.8,2.1,24.15,,,,,
1565,06/30/24 10:15:00 PM,2.5,2.1,24.05,,,,,
1566,06/30/24 10:30:00 PM,2.5,2.1,23.97,,,,,
1567,06/30/24 10:45:00 PM,5.9,2.1,23.89,,,,,
1568,06/30/24 11:00:00 PM,2.5,2.1,23.83,,,,,
1569,06/30/24 11:15:00 PM,8.8,-1.6,23.75,,,,,
1570,06/30/24 11:30:00 PM,2.5,2.1,23.66,,,,,
1571,06/30/24 11:45:00 PM,2.5,2.1,23.59,,,,,
1572,07/01/24 12:00:00 AM,2.5,2.1,23.54,,,,,
1573,07/01/24 12:15:00 AM,8.8,2.1,23.49,,,,,
1574,07/01/24 12:30:00 AM,2.5,2.1,23.46,,,,,
1575,07/01/24 12:45:00 AM,2.3,-1.6,23.42,,,,,
1576,07/01/24 01:00:00 AM,2.5,2.1,23.35,,,,,
1577,07/01/24 01:15:00 AM,1.1,2.1,23.30,,,,,
1578,07/01/24 01:30:00 AM,2.5,2.1,23.26,,,,,
1579,07/01/24 01:45:00 AM,2.5,2.1,23.23,,,,,
1580,07/01/24 02:00:00 AM,8.8,2.1,23.26,,,,,
1581,07/01/24 02:15:00 AM,2.5,2.1,23.29,,,,,
1582,07/01/24 02:30:00 AM,2.5,2.1,23.27,,,,,
1583,07/01/24 02:45:00 AM,2.5,2.1,23.30,,,,,
1584,07/01/24 03:00:00 AM,8.8,2.1,23.32,,,,,
1585,07/01/24 03:15:00 AM,2.3,2.1,23.31,,,,,
1586,07/01/24 03:30:00 AM,2.3,2.1,23.31,,,,,
