"Plot Title: CANUACON061524"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20835570, SEN S/N: 20835570)","Temp, °C (LGR S/N: 20835570, SEN S/N: 20835570)","Coupler Detached (LGR S/N: 20835570)","Coupler Attached (LGR S/N: 20835570)","Host Connected (LGR S/N: 20835570)","Stopped (LGR S/N: 20835570)","End Of File (LGR S/N: 20835570)"
1362,06/29/24 03:00:00 PM,63.6,24.64,,,,,
1363,06/29/24 03:15:00 PM,63.6,24.64,,,,,
1364,06/29/24 03:30:00 PM,63.7,24.65,,,,,
1365,06/29/24 03:45:00 PM,63.7,24.66,,,,,
1366,06/29/24 04:00:00 PM,63.7,24.68,,,,,
1367,06/29/24 04:15:00 PM,63.8,24.68,,,,,
1368,06/29/24 04:30:00 PM,63.8,24.69,,,,,
1369,06/29/24 04:45:00 PM,63.9,24.69,,,,,
1370,06/29/24 05:00:00 PM,63.9,24.69,,,,,
1371,06/29/24 05:15:00 PM,63.9,24.69,,,,,
1372,06/29/24 05:30:00 PM,63.9,24.68,,,,,
1373,06/29/24 05:45:00 PM,63.9,24.68,,,,,
1374,06/29/24 06:00:00 PM,63.7,24.66,,,,,
1375,06/29/24 06:15:00 PM,63.7,24.65,,,,,
1376,06/29/24 06:30:00 PM,63.7,24.64,,,,,
1377,06/29/24 06:45:00 PM,63.6,24.63,,,,,
1378,06/29/24 07:00:00 PM,64.7,24.62,,,,,
1379,06/29/24 07:15:00 PM,63.2,24.60,,,,,
1380,06/29/24 07:30:00 PM,63.4,24.59,,,,,
1381,06/29/24 07:45:00 PM,63.4,24.58,,,,,
1382,06/29/24 08:00:00 PM,63.0,24.58,,,,,
1383,06/29/24 08:15:00 PM,63.5,24.57,,,,,
1384,06/29/24 08:30:00 PM,62.6,24.56,,,,,
1385,06/29/24 08:45:00 PM,62.3,24.55,,,,,
1386,06/29/24 09:00:00 PM,73.3,24.52,,,,,
1387,06/29/24 09:15:00 PM,66.6,24.50,,,,,
1388,06/29/24 09:30:00 PM,61.7,24.49,,,,,
1389,06/29/24 09:45:00 PM,61.6,24.47,,,,,
1390,06/29/24 10:00:00 PM,61.3,24.45,,,,,
1391,06/29/24 10:15:00 PM,63.7,24.43,,,,,
1392,06/29/24 10:30:00 PM,61.8,24.40,,,,,
1393,06/29/24 10:45:00 PM,62.3,24.37,,,,,
1394,06/29/24 11:00:00 PM,61.9,24.33,,,,,
1395,06/29/24 11:15:00 PM,62.8,24.25,,,,,
1396,06/29/24 11:30:00 PM,62.7,24.22,,,,,
1397,06/29/24 11:45:00 PM,62.6,24.19,,,,,
1398,06/30/24 12:00:00 AM,62.5,24.10,,,,,
1399,06/30/24 12:15:00 AM,62.5,24.12,,,,,
1400,06/30/24 12:30:00 AM,60.4,24.09,,,,,
1401,06/30/24 12:45:00 AM,57.0,24.08,,,,,
1402,06/30/24 01:00:00 AM,53.1,24.07,,,,,
1403,06/30/24 01:15:00 AM,50.4,24.04,,,,,
1404,06/30/24 01:30:00 AM,47.7,24.03,,,,,
1405,06/30/24 01:45:00 AM,47.0,24.02,,,,,
1406,06/30/24 02:00:00 AM,46.8,24.02,,,,,
1407,06/30/24 02:15:00 AM,46.8,24.02,,,,,
1408,06/30/24 02:30:00 AM,46.7,24.02,,,,,
1409,06/30/24 02:45:00 AM,46.7,24.01,,,,,
1410,06/30/24 03:00:00 AM,46.7,24.00,,,,,
1411,06/30/24 03:15:00 AM,46.5,24.00,,,,,
1412,06/30/24 03:30:00 AM,46.4,23.98,,,,,
1413,06/30/24 03:45:00 AM,46.3,23.97,,,,,
1414,06/30/24 04:00:00 AM,46.3,23.97,,,,,
1415,06/30/24 04:15:00 AM,46.3,23.96,,,,,
1416,06/30/24 04:30:00 AM,46.3,23.95,,,,,
1417,06/30/24 04:45:00 AM,46.6,23.95,,,,,
1418,06/30/24 05:00:00 AM,46.6,23.94,,,,,
1419,06/30/24 05:15:00 AM,46.7,23.92,,,,,
1420,06/30/24 05:30:00 AM,46.9,23.91,,,,,
1421,06/30/24 05:45:00 AM,47.0,23.90,,,,,
1422,06/30/24 06:00:00 AM,47.2,23.89,,,,,
1423,06/30/24 06:15:00 AM,48.3,23.88,,,,,
1424,06/30/24 06:30:00 AM,48.2,23.88,,,,,
1425,06/30/24 06:45:00 AM,48.2,23.86,,,,,
1426,06/30/24 07:00:00 AM,48.2,23.85,,,,,
1427,06/30/24 07:15:00 AM,48.4,23.84,,,,,
1428,06/30/24 07:30:00 AM,48.4,23.83,,,,,
1429,06/30/24 07:45:00 AM,48.5,23.80,,,,,
1430,06/30/24 08:00:00 AM,48.7,23.78,,,,,
1431,06/30/24 08:15:00 AM,48.8,23.74,,,,,
1432,06/30/24 08:30:00 AM,49.0,23.72,,,,,
1433,06/30/24 08:45:00 AM,49.2,23.69,,,,,
1434,06/30/24 09:00:00 AM,50.1,23.64,,,,,
1435,06/30/24 09:15:00 AM,50.5,23.64,,,,,
1436,06/30/24 09:30:00 AM,51.4,23.64,,,,,
1437,06/30/24 09:45:00 AM,52.1,23.65,,,,,
1438,06/30/24 10:00:00 AM,52.4,23.67,,,,,
1439,06/30/24 10:15:00 AM,52.8,23.71,,,,,
1440,06/30/24 10:30:00 AM,53.1,23.73,,,,,
1441,06/30/24 10:45:00 AM,52.1,23.76,,,,,
1442,06/30/24 11:00:00 AM,51.3,23.79,,,,,
1443,06/30/24 11:15:00 AM,52.2,23.82,,,,,
1444,06/30/24 11:30:00 AM,42.6,23.84,,,,,
1445,06/30/24 11:45:00 AM,39.6,23.89,,,,,
1446,06/30/24 12:00:00 PM,37.9,23.90,,,,,
1447,06/30/24 12:15:00 PM,37.3,23.92,,,,,
1448,06/30/24 12:30:00 PM,37.1,23.95,,,,,
1449,06/30/24 12:45:00 PM,37.1,23.96,,,,,
1450,06/30/24 01:00:00 PM,37.3,23.98,,,,,
1451,06/30/24 01:15:00 PM,37.3,24.01,,,,,
1452,06/30/24 01:30:00 PM,37.3,24.03,,,,,
1453,06/30/24 01:45:00 PM,37.3,24.04,,,,,
1454,06/30/24 02:00:00 PM,37.3,24.07,,,,,
1455,06/30/24 02:15:00 PM,37.3,24.07,,,,,
1456,06/30/24 02:30:00 PM,37.3,24.08,,,,,
1457,06/30/24 02:45:00 PM,37.4,24.09,,,,,
1458,06/30/24 03:00:00 PM,37.5,24.09,,,,,
1459,06/30/24 03:15:00 PM,37.6,24.10,,,,,
1460,06/30/24 03:30:00 PM,37.7,24.12,,,,,
1461,06/30/24 03:45:00 PM,37.8,24.13,,,,,
1462,06/30/24 04:00:00 PM,38.0,24.13,,,,,
1463,06/30/24 04:15:00 PM,38.1,24.13,,,,,
1464,06/30/24 04:30:00 PM,38.3,24.13,,,,,
1465,06/30/24 04:45:00 PM,38.3,24.13,,,,,
1466,06/30/24 05:00:00 PM,38.4,24.13,,,,,
1467,06/30/24 05:15:00 PM,38.5,24.13,,,,,
1468,06/30/24 05:30:00 PM,38.6,24.12,,,,,
1469,06/30/24 05:45:00 PM,38.6,24.12,,,,,
1470,06/30/24 06:00:00 PM,38.7,24.10,,,,,
1471,06/30/24 06:15:00 PM,38.8,24.09,,,,,
1472,06/30/24 06:30:00 PM,38.8,24.09,,,,,
1473,06/30/24 06:45:00 PM,39.0,24.08,,,,,
1474,06/30/24 07:00:00 PM,39.1,24.07,,,,,
1475,06/30/24 07:15:00 PM,39.2,24.07,,,,,
1476,06/30/24 07:30:00 PM,39.3,24.04,,,,,
1477,06/30/24 07:45:00 PM,39.4,24.03,,,,,
1478,06/30/24 08:00:00 PM,39.5,24.02,,,,,
1479,06/30/24 08:15:00 PM,39.8,24.00,,,,,
1480,06/30/24 08:30:00 PM,39.9,23.98,,,,,
1481,06/30/24 08:45:00 PM,40.1,23.97,,,,,
1482,06/30/24 09:00:00 PM,40.2,23.96,,,,,
1483,06/30/24 09:15:00 PM,40.4,23.95,,,,,
1484,06/30/24 09:30:00 PM,40.5,23.92,,,,,
1485,06/30/24 09:45:00 PM,40.7,23.91,,,,,
1486,06/30/24 10:00:00 PM,40.9,23.89,,,,,
1487,06/30/24 10:15:00 PM,41.0,23.88,,,,,
1488,06/30/24 10:30:00 PM,41.2,23.85,,,,,
1489,06/30/24 10:45:00 PM,41.4,23.84,,,,,
1490,06/30/24 11:00:00 PM,41.5,23.82,,,,,
1491,06/30/24 11:15:00 PM,41.7,23.80,,,,,
1492,06/30/24 11:30:00 PM,41.8,23.79,,,,,
1493,06/30/24 11:45:00 PM,42.0,23.77,,,,,
1494,07/01/24 12:00:00 AM,42.2,23.76,,,,,
1495,07/01/24 12:15:00 AM,42.4,23.74,,,,,
1496,07/01/24 12:30:00 AM,42.5,23.72,,,,,
1497,07/01/24 12:45:00 AM,42.6,23.71,,,,,
1498,07/01/24 01:00:00 AM,42.8,23.69,,,,,
1499,07/01/24 01:15:00 AM,43.1,23.67,,,,,
1500,07/01/24 01:30:00 AM,43.1,23.65,,,,,
1501,07/01/24 01:45:00 AM,43.3,23.64,,,,,
1502,07/01/24 02:00:00 AM,43.4,23.61,,,,,
1503,07/01/24 02:15:00 AM,43.6,23.60,,,,,
1504,07/01/24 02:30:00 AM,43.7,23.59,,,,,
1505,07/01/24 02:45:00 AM,43.8,23.57,,,,,
1506,07/01/24 03:00:00 AM,44.0,23.55,,,,,
1507,07/01/24 03:15:00 AM,44.1,23.54,,,,,
1508,07/01/24 03:30:00 AM,44.2,23.53,,,,,
1509,07/01/24 03:45:00 AM,44.3,23.51,,,,,
1510,07/01/24 04:00:00 AM,44.6,23.51,,,,,
1511,07/01/24 04:15:00 AM,44.6,23.48,,,,,
1512,07/01/24 04:30:00 AM,44.8,23.47,,,,,
1513,07/01/24 04:45:00 AM,45.0,23.46,,,,,
1514,07/01/24 05:00:00 AM,45.1,23.45,,,,,
1515,07/01/24 05:15:00 AM,45.1,23.43,,,,,
1516,07/01/24 05:30:00 AM,45.3,23.42,,,,,
1517,07/01/24 05:45:00 AM,45.4,23.41,,,,,
1518,07/01/24 06:00:00 AM,45.6,23.40,,,,,
1519,07/01/24 06:15:00 AM,45.6,23.39,,,,,
1520,07/01/24 06:30:00 AM,45.7,23.39,,,,,
1521,07/01/24 06:45:00 AM,45.9,23.39,,,,,
1522,07/01/24 07:00:00 AM,46.1,23.37,,,,,
1523,07/01/24 07:15:00 AM,46.2,23.39,,,,,
1524,07/01/24 07:30:00 AM,46.3,23.39,,,,,
1525,07/01/24 07:45:00 AM,46.4,23.40,,,,,
1526,07/01/24 08:00:00 AM,46.4,23.41,,,,,
1527,07/01/24 08:15:00 AM,46.7,23.42,,,,,
1528,07/01/24 08:30:00 AM,46.8,23.43,,,,,
1529,07/01/24 08:45:00 AM,46.9,23.46,,,,,
1530,07/01/24 09:00:00 AM,47.0,23.48,,,,,
1531,07/01/24 09:15:00 AM,47.2,23.57,,,,,
1532,07/01/24 09:30:00 AM,47.3,23.59,,,,,
1533,07/01/24 09:45:00 AM,47.4,23.64,,,,,
1534,07/01/24 10:00:00 AM,47.6,23.67,,,,,
1535,07/01/24 10:15:00 AM,47.7,23.69,,,,,
1536,07/01/24 10:30:00 AM,47.9,23.74,,,,,
1537,07/01/24 10:45:00 AM,47.9,23.83,,,,,
1538,07/01/24 11:00:00 AM,48.2,23.92,,,,,
1539,07/01/24 11:15:00 AM,48.4,24.01,,,,,
1540,07/01/24 11:30:00 AM,48.6,24.08,,,,,
1541,07/01/24 11:45:00 AM,48.7,24.17,,,,,
1542,07/01/24 12:00:00 PM,48.9,24.25,,,,,
1543,07/01/24 12:15:00 PM,49.0,24.33,,,,,
1544,07/01/24 12:30:00 PM,49.2,24.37,,,,,
1545,07/01/24 12:45:00 PM,49.2,24.37,,,,,
1546,07/01/24 01:00:00 PM,49.2,24.37,,,,,
1547,07/01/24 01:15:00 PM,49.3,24.38,,,,,
1548,07/01/24 01:30:00 PM,49.4,24.39,,,,,
1549,07/01/24 01:45:00 PM,49.4,24.39,,,,,
1550,07/01/24 02:00:00 PM,49.5,24.38,,,,,
1551,07/01/24 02:15:00 PM,49.6,24.37,,,,,
1552,07/01/24 02:30:00 PM,49.6,24.37,,,,,
1553,07/01/24 02:45:00 PM,49.6,24.37,,,,,
1554,07/01/24 03:00:00 PM,49.7,24.34,,,,,
1555,07/01/24 03:15:00 PM,49.7,24.34,,,,,
1556,07/01/24 03:30:00 PM,49.8,24.33,,,,,
1557,07/01/24 03:45:00 PM,49.8,24.34,,,,,
1558,07/01/24 04:00:00 PM,49.9,24.33,,,,,
1559,07/01/24 04:15:00 PM,49.9,24.34,,,,,
1560,07/01/24 04:30:00 PM,50.0,24.33,,,,,
1561,07/01/24 04:45:00 PM,50.0,24.33,,,,,
1562,07/01/24 05:00:00 PM,50.1,24.33,,,,,
1563,07/01/24 05:15:00 PM,50.1,24.33,,,,,
1564,07/01/24 05:30:00 PM,50.1,24.33,,,,,
1565,07/01/24 05:45:00 PM,50.2,24.32,,,,,
1566,07/01/24 06:00:00 PM,50.4,24.32,,,,,
1567,07/01/24 06:15:00 PM,50.4,24.32,,,,,
1568,07/01/24 06:30:00 PM,50.4,24.31,,,,,
1569,07/01/24 06:45:00 PM,50.5,24.31,,,,,
1570,07/01/24 07:00:00 PM,50.6,24.29,,,,,
1571,07/01/24 07:15:00 PM,50.7,24.29,,,,,
1572,07/01/24 07:30:00 PM,50.8,24.28,,,,,
1573,07/01/24 07:45:00 PM,50.8,24.28,,,,,
1574,07/01/24 08:00:00 PM,50.9,24.27,,,,,
1575,07/01/24 08:15:00 PM,50.9,24.27,,,,,
1576,07/01/24 08:30:00 PM,51.0,24.27,,,,,
1577,07/01/24 08:45:00 PM,51.2,24.26,,,,,
1578,07/01/24 09:00:00 PM,51.2,24.26,,,,,
1579,07/01/24 09:15:00 PM,51.3,24.26,,,,,
1580,07/01/24 09:30:00 PM,51.4,24.25,,,,,
1581,07/01/24 09:45:00 PM,51.5,24.23,,,,,
1582,07/01/24 10:00:00 PM,51.5,24.21,,,,,
1583,07/01/24 10:15:00 PM,51.5,24.20,,,,,
1584,07/01/24 10:30:00 PM,51.5,24.15,,,,,
1585,07/01/24 10:45:00 PM,51.6,24.13,,,,,
1586,07/01/24 11:00:00 PM,51.5,23.96,,,,,
1587,07/01/24 11:15:00 PM,51.5,23.94,,,,,
1588,07/01/24 11:30:00 PM,51.7,23.94,,,,,
1589,07/01/24 11:45:00 PM,52.2,23.94,,,,,
1590,07/02/24 12:00:00 AM,52.6,23.92,,,,,
1591,07/02/24 12:15:00 AM,31.1,23.94,,,,,
1592,07/02/24 12:30:00 AM,27.3,23.94,,,,,
1593,07/02/24 12:45:00 AM,28.9,23.94,,,,,
1594,07/02/24 01:00:00 AM,30.8,23.92,,,,,
1595,07/02/24 01:15:00 AM,32.0,23.91,,,,,
1596,07/02/24 01:30:00 AM,33.6,23.91,,,,,
1597,07/02/24 01:45:00 AM,37.4,23.90,,,,,
1598,07/02/24 02:00:00 AM,12.1,23.89,,,,,
1599,07/02/24 02:15:00 AM,11.6,23.89,,,,,
1600,07/02/24 02:30:00 AM,11.4,23.90,,,,,
1601,07/02/24 02:45:00 AM,11.7,23.91,,,,,
1602,07/02/24 03:00:00 AM,12.8,23.92,,,,,
1603,07/02/24 03:15:00 AM,12.8,23.94,,,,,
1604,07/02/24 03:30:00 AM,13.0,23.92,,,,,
1605,07/02/24 03:45:00 AM,13.9,23.92,,,,,
1606,07/02/24 04:00:00 AM,15.5,23.92,,,,,
1607,07/02/24 04:15:00 AM,17.1,23.91,,,,,
1608,07/02/24 04:30:00 AM,18.6,23.90,,,,,
1609,07/02/24 04:45:00 AM,19.4,23.90,,,,,
1610,07/02/24 05:00:00 AM,18.3,23.90,,,,,
1611,07/02/24 05:15:00 AM,19.0,23.89,,,,,
1612,07/02/24 05:30:00 AM,19.6,23.88,,,,,
1613,07/02/24 05:45:00 AM,20.4,23.88,,,,,
1614,07/02/24 06:00:00 AM,20.8,23.86,,,,,
1615,07/02/24 06:15:00 AM,21.3,23.86,,,,,
1616,07/02/24 06:30:00 AM,22.0,23.85,,,,,
1617,07/02/24 06:45:00 AM,22.5,23.85,,,,,
1618,07/02/24 07:00:00 AM,23.3,23.85,,,,,
1619,07/02/24 07:15:00 AM,24.1,23.84,,,,,
1620,07/02/24 07:30:00 AM,24.9,23.83,,,,,
1621,07/02/24 07:45:00 AM,25.6,23.83,,,,,
1622,07/02/24 08:00:00 AM,25.9,23.82,,,,,
1623,07/02/24 08:15:00 AM,26.7,23.80,,,,,
1624,07/02/24 08:30:00 AM,27.7,23.76,,,,,
1625,07/02/24 08:45:00 AM,27.7,23.69,,,,,
1626,07/02/24 09:00:00 AM,21.4,23.67,,,,,
1627,07/02/24 09:15:00 AM,28.7,23.70,,,,,
1628,07/02/24 09:30:00 AM,27.7,23.71,,,,,
1629,07/02/24 09:45:00 AM,26.4,23.73,,,,,
1630,07/02/24 10:00:00 AM,26.8,23.73,,,,,
1631,07/02/24 10:15:00 AM,28.3,23.76,,,,,
1632,07/02/24 10:30:00 AM,29.7,23.77,,,,,
1633,07/02/24 10:45:00 AM,31.2,23.78,,,,,
1634,07/02/24 11:00:00 AM,32.7,23.79,,,,,
1635,07/02/24 11:15:00 AM,34.0,23.80,,,,,
1636,07/02/24 11:30:00 AM,35.2,23.82,,,,,
1637,07/02/24 11:45:00 AM,36.3,23.84,,,,,
1638,07/02/24 12:00:00 PM,37.3,23.86,,,,,
1639,07/02/24 12:15:00 PM,38.1,23.89,,,,,
1640,07/02/24 12:30:00 PM,38.9,23.90,,,,,
1641,07/02/24 12:45:00 PM,39.6,23.94,,,,,
1642,07/02/24 01:00:00 PM,40.4,23.95,,,,,
1643,07/02/24 01:15:00 PM,41.3,23.97,,,,,
1644,07/02/24 01:30:00 PM,42.3,24.00,,,,,
1645,07/02/24 01:45:00 PM,43.5,24.03,,,,,
1646,07/02/24 02:00:00 PM,44.5,24.06,,,,,
1647,07/02/24 02:15:00 PM,45.5,24.08,,,,,
1648,07/02/24 02:30:00 PM,46.4,24.09,,,,,
1649,07/02/24 02:45:00 PM,47.3,24.10,,,,,
1650,07/02/24 03:00:00 PM,48.3,24.12,,,,,
1651,07/02/24 03:15:00 PM,49.2,24.13,,,,,
1652,07/02/24 03:30:00 PM,50.2,24.14,,,,,
1653,07/02/24 03:45:00 PM,51.0,24.14,,,,,
1654,07/02/24 04:00:00 PM,51.8,24.15,,,,,
1655,07/02/24 04:15:00 PM,52.5,24.15,,,,,
1656,07/02/24 04:30:00 PM,53.5,24.15,,,,,
1657,07/02/24 04:45:00 PM,54.3,24.15,,,,,
1658,07/02/24 05:00:00 PM,55.1,24.14,,,,,
1659,07/02/24 05:15:00 PM,55.9,24.14,,,,,
1660,07/02/24 05:30:00 PM,56.6,24.13,,,,,
1661,07/02/24 05:45:00 PM,57.2,24.13,,,,,
1662,07/02/24 06:00:00 PM,58.0,24.12,,,,,
1663,07/02/24 06:15:00 PM,58.8,24.12,,,,,
1664,07/02/24 06:30:00 PM,59.5,24.10,,,,,
1665,07/02/24 06:45:00 PM,60.1,24.10,,,,,
1666,07/02/24 07:00:00 PM,60.8,24.09,,,,,
1667,07/02/24 07:15:00 PM,61.4,24.09,,,,,
1668,07/02/24 07:30:00 PM,61.9,24.09,,,,,
1669,07/02/24 07:45:00 PM,62.5,24.08,,,,,
1670,07/02/24 08:00:00 PM,63.1,24.08,,,,,
1671,07/02/24 08:15:00 PM,63.6,24.08,,,,,
1672,07/02/24 08:30:00 PM,64.1,24.08,,,,,
1673,07/02/24 08:45:00 PM,64.4,24.08,,,,,
1674,07/02/24 09:00:00 PM,64.9,24.06,,,,,
1675,07/02/24 09:15:00 PM,64.9,24.07,,,,,
1676,07/02/24 09:30:00 PM,64.7,24.06,,,,,
1677,07/02/24 09:45:00 PM,62.7,24.07,,,,,
1678,07/02/24 10:00:00 PM,60.4,24.04,,,,,
1679,07/02/24 10:15:00 PM,58.6,24.01,,,,,
1680,07/02/24 10:30:00 PM,58.3,24.01,,,,,
1681,07/02/24 10:45:00 PM,58.3,24.02,,,,,
1682,07/02/24 11:00:00 PM,58.2,24.02,,,,,
1683,07/02/24 11:15:00 PM,57.6,24.02,,,,,
1684,07/02/24 11:30:00 PM,56.9,24.02,,,,,
1685,07/02/24 11:45:00 PM,56.5,24.01,,,,,
1686,07/03/24 12:00:00 AM,55.9,24.00,,,,,
1687,07/03/24 12:15:00 AM,55.6,24.01,,,,,
1688,07/03/24 12:30:00 AM,55.2,24.00,,,,,
1689,07/03/24 12:45:00 AM,55.2,23.98,,,,,
1690,07/03/24 01:00:00 AM,54.7,23.98,,,,,
1691,07/03/24 01:15:00 AM,54.3,23.97,,,,,
1692,07/03/24 01:30:00 AM,53.3,23.96,,,,,
1693,07/03/24 01:45:00 AM,52.9,23.95,,,,,
1694,07/03/24 02:00:00 AM,51.4,23.94,,,,,
1695,07/03/24 02:15:00 AM,47.8,23.91,,,,,
1696,07/03/24 02:30:00 AM,47.1,23.89,,,,,
1697,07/03/24 02:45:00 AM,41.5,23.88,,,,,
1698,07/03/24 03:00:00 AM,38.9,23.88,,,,,
1699,07/03/24 03:15:00 AM,35.2,23.86,,,,,
1700,07/03/24 03:30:00 AM,32.6,23.85,,,,,
1701,07/03/24 03:45:00 AM,31.4,23.85,,,,,
1702,07/03/24 04:00:00 AM,31.2,23.85,,,,,
1703,07/03/24 04:15:00 AM,31.3,23.84,,,,,
1704,07/03/24 04:30:00 AM,31.3,23.84,,,,,
1705,07/03/24 04:45:00 AM,31.4,23.83,,,,,
1706,07/03/24 05:00:00 AM,31.3,23.83,,,,,
1707,07/03/24 05:15:00 AM,31.7,23.82,,,,,
1708,07/03/24 05:30:00 AM,31.9,23.80,,,,,
1709,07/03/24 05:45:00 AM,32.3,23.79,,,,,
1710,07/03/24 06:00:00 AM,32.8,23.79,,,,,
1711,07/03/24 06:15:00 AM,33.3,23.78,,,,,
1712,07/03/24 06:30:00 AM,33.7,23.77,,,,,
1713,07/03/24 06:45:00 AM,34.3,23.77,,,,,
1714,07/03/24 07:00:00 AM,34.8,23.76,,,,,
1715,07/03/24 07:15:00 AM,35.5,23.77,,,,,
1716,07/03/24 07:30:00 AM,36.2,23.77,,,,,
1717,07/03/24 07:45:00 AM,36.9,23.77,,,,,
1718,07/03/24 08:00:00 AM,37.6,23.78,,,,,
1719,07/03/24 08:15:00 AM,38.1,23.79,,,,,
1720,07/03/24 08:30:00 AM,38.9,23.80,,,,,
1721,07/03/24 08:45:00 AM,39.4,23.80,,,,,
1722,07/03/24 09:00:00 AM,40.2,23.82,,,,,
1723,07/03/24 09:15:00 AM,41.1,23.83,,,,,
1724,07/03/24 09:30:00 AM,41.9,23.84,,,,,
1725,07/03/24 09:45:00 AM,42.6,23.86,,,,,
1726,07/03/24 10:00:00 AM,43.5,23.89,,,,,
1727,07/03/24 10:15:00 AM,44.3,23.91,,,,,
1728,07/03/24 10:30:00 AM,45.0,23.95,,,,,
1729,07/03/24 10:45:00 AM,45.8,23.98,,,,,
1730,07/03/24 11:00:00 AM,46.6,24.01,,,,,
1731,07/03/24 11:15:00 AM,47.4,24.02,,,,,
1732,07/03/24 11:30:00 AM,48.1,24.03,,,,,
1733,07/03/24 11:45:00 AM,48.9,24.06,,,,,
1734,07/03/24 12:00:00 PM,49.6,24.07,,,,,
1735,07/03/24 12:15:00 PM,50.2,24.08,,,,,
1736,07/03/24 12:30:00 PM,51.0,24.09,,,,,
1737,07/03/24 12:45:00 PM,51.7,24.12,,,,,
1738,07/03/24 01:00:00 PM,52.4,24.15,,,,,
1739,07/03/24 01:15:00 PM,53.0,24.17,,,,,
1740,07/03/24 01:30:00 PM,53.8,24.19,,,,,
1741,07/03/24 01:45:00 PM,54.4,24.21,,,,,
1742,07/03/24 02:00:00 PM,55.1,24.22,,,,,
1743,07/03/24 02:15:00 PM,55.8,24.23,,,,,
1744,07/03/24 02:30:00 PM,56.4,24.25,,,,,
1745,07/03/24 02:45:00 PM,57.1,24.26,,,,,
1746,07/03/24 03:00:00 PM,57.7,24.27,,,,,
1747,07/03/24 03:15:00 PM,58.3,24.27,,,,,
1748,07/03/24 03:30:00 PM,58.9,24.27,,,,,
1749,07/03/24 03:45:00 PM,59.5,24.28,,,,,
1750,07/03/24 04:00:00 PM,60.1,24.28,,,,,
1751,07/03/24 04:15:00 PM,60.7,24.28,,,,,
1752,07/03/24 04:30:00 PM,61.3,24.28,,,,,
1753,07/03/24 04:45:00 PM,61.9,24.27,,,,,
1754,07/03/24 05:00:00 PM,62.4,24.27,,,,,
1755,07/03/24 05:15:00 PM,63.0,24.27,,,,,
1756,07/03/24 05:30:00 PM,63.5,24.27,,,,,
1757,07/03/24 05:45:00 PM,64.0,24.26,,,,,
1758,07/03/24 06:00:00 PM,64.6,24.26,,,,,
1759,07/03/24 06:15:00 PM,65.1,24.25,,,,,
1760,07/03/24 06:30:00 PM,65.6,24.25,,,,,
1761,07/03/24 06:45:00 PM,66.0,24.23,,,,,
1762,07/03/24 07:00:00 PM,66.4,24.22,,,,,
1763,07/03/24 07:15:00 PM,66.9,24.22,,,,,
1764,07/03/24 07:30:00 PM,67.2,24.21,,,,,
1765,07/03/24 07:45:00 PM,67.7,24.21,,,,,
1766,07/03/24 08:00:00 PM,68.1,24.20,,,,,
1767,07/03/24 08:15:00 PM,68.4,24.20,,,,,
1768,07/03/24 08:30:00 PM,68.7,24.19,,,,,
1769,07/03/24 08:45:00 PM,69.0,24.17,,,,,
1770,07/03/24 09:00:00 PM,69.3,24.17,,,,,
1771,07/03/24 09:15:00 PM,69.6,24.16,,,,,
1772,07/03/24 09:30:00 PM,69.9,24.15,,,,,
1773,07/03/24 09:45:00 PM,70.1,24.15,,,,,
1774,07/03/24 10:00:00 PM,70.4,24.14,,,,,
1775,07/03/24 10:15:00 PM,70.7,24.12,,,,,
1776,07/03/24 10:30:00 PM,70.8,24.10,,,,,
1777,07/03/24 10:45:00 PM,71.2,24.09,,,,,
1778,07/03/24 11:00:00 PM,71.4,24.07,,,,,
1779,07/03/24 11:15:00 PM,71.6,24.04,,,,,
1780,07/03/24 11:30:00 PM,71.7,24.03,,,,,
1781,07/03/24 11:45:00 PM,72.0,24.02,,,,,
1782,07/04/24 12:00:00 AM,72.2,24.00,,,,,
1783,07/04/24 12:15:00 AM,72.6,23.98,,,,,
1784,07/04/24 12:30:00 AM,72.7,23.96,,,,,
1785,07/04/24 12:45:00 AM,72.9,23.95,,,,,
1786,07/04/24 01:00:00 AM,73.1,23.92,,,,,
1787,07/04/24 01:15:00 AM,73.4,23.91,,,,,
1788,07/04/24 01:30:00 AM,73.8,23.90,,,,,
1789,07/04/24 01:45:00 AM,74.0,23.88,,,,,
1790,07/04/24 02:00:00 AM,74.4,23.86,,,,,
1791,07/04/24 02:15:00 AM,74.7,23.85,,,,,
1792,07/04/24 02:30:00 AM,75.0,23.83,,,,,
1793,07/04/24 02:45:00 AM,75.4,23.80,,,,,
1794,07/04/24 03:00:00 AM,75.7,23.79,,,,,
1795,07/04/24 03:15:00 AM,76.0,23.78,,,,,
1796,07/04/24 03:30:00 AM,76.4,23.76,,,,,
1797,07/04/24 03:45:00 AM,76.7,23.74,,,,,
1798,07/04/24 04:00:00 AM,77.0,23.73,,,,,
1799,07/04/24 04:15:00 AM,77.3,23.71,,,,,
1800,07/04/24 04:30:00 AM,77.5,23.70,,,,,
1801,07/04/24 04:45:00 AM,77.7,23.67,,,,,
1802,07/04/24 05:00:00 AM,79.1,23.66,,,,,
1803,07/04/24 05:15:00 AM,90.3,23.64,,,,,
1804,07/04/24 05:30:00 AM,95.1,23.61,,,,,
1805,07/04/24 05:45:00 AM,95.8,23.60,,,,,
1806,07/04/24 06:00:00 AM,96.4,23.59,,,,,
